,SUBTFA,SYSTEMID,DEVICE NUMBER,DEVICE DESCRIPTION,DEVICE SERIAL NUMER,SITE,WORK ORDER NUMBER,WORK ORDER DESCRIPTION,WORK ORDER PRIORITY DESCRIPTION,WOTYPE_DESCRIPTION,FUNCTIONAL LOCATION DRILL DOWN,FUNCTIONAL LOCATION DESCRIPTION,PROBLEMREPORTED,ACTIONCOMPLETED,TIME TO RETURN (Days.% of 24hrs),LOT YEAR,AFFECTED PART UNIQUE IDENTIFIER,AFFECTED PART NUMBER,AFFECTED PART NAME,AFFECTED PART SERIAL NUMBER,MAINTENANCE ACTION,NUMPARTSFROMSTOREROOM,NUMPARTSFROMPO,DATE SENT TO VENDOR,DATE RECEIVED FROM VENDOR,REPAIR PART OWNERSHIP,REPAIR PART NUMBER,REPAIR PART NAME,REPAIR PART SERIAL NUMBER,REPAIR PART STOCKTYPE,REPAIR CATEGORY,REPAIR PART FARCODE,TOTAL WORK ORDER LABOR,LONG DESCRIPTION,Unnamed: 34
984,SNS,NSTD,NSTD,NSTD,Small Arms Gunfire Simulator,XXXX-XXXX,Warfighter Support Center,DR7417474,tag: 121725 REPAIR AS NEEDED,Bench/Depot Repair,Corrective COR,DEPOT,DEPOT,2016-05-04 08:08:20.0000000,2016-05-11 13:56:30.0000000,7.2416,8,Not applicable to Material Items,695996B-NSTD,"ASSY, TIMING BOX, NSTD, IEI",Not required for Material items,Pulled from Storeroom,1,0,VENDOR NOT REQUIRED,VENDOR NOT REQUIRED,MTL,HCF4002BE,"ICS, GATES/INVERTERS LOGIC, 14 DIP",Not Applicable to Material Items,CONSUMABLE,Fair Wear and Tear,Raytheon Owned,25,"SYMPTOM-REPAIR AS NEEDED_x000D_
	_x000D_
*********************************************			_x000D_
FAULT ISOLATION- USED VISUAL AND ELECTRONIC CHECKS_x000D_
					_x000D_
*********************************************			_x000D_
CORRECTIVE ACTION- 5/4/2016, STARTED REPAIRING DAMAGED FUSE HOLDER AND ORDERED MISSING DUST CAP. (SEE RELATED RECORDS.)_x000D_
5/5/2016, FINISHED REPAIRING DAMGAED FUSE HOLDER. UNIT BLOWS VALVE SOLENOID 2.5 AMP FUSE REPLACED U3, U6 AND U2. STOPPED BLOWING FUSE BUT NOW CONTINULALLY SPARKS._x000D_
5/9/2016, REPLACED U1, U3 THRU U6 AND Q1. REPLACED MISSING FUSES ON FUSE HOLDER AND INCORRECT FUSE IN THE .5AMP SPOT. BENCH CHECK/AIR/LEAK CHECK GOOD._x000D_
5/9/2016, UNIT CHECKS GOOD STILL REQUIRES DUST CAP ON ORDER SEE SR1622889._x000D_
5/11/2016, REPLACED MISSING DUST CAP, PASSED BENCH/LEAK/AIR TEST. RFI._x000D_
5/12/16 PASSED QA BENCH TEST RFI COMP WO"
985,SNS,NSTD,NSTD,NSTD,Small Arms Gunfire Simulator,XXXX-XXXX,Warfighter Support Center,DR7417474,tag: 121725 REPAIR AS NEEDED,Bench/Depot Repair,Corrective COR,DEPOT,DEPOT,2016-05-04 08:08:20.0000000,2016-05-11 13:56:30.0000000,7.2416,8,Not applicable to Material Items,695996B-NSTD,"ASSY, TIMING BOX, NSTD, IEI",Not required for Material items,Pulled from Storeroom,1,0,VENDOR NOT REQUIRED,VENDOR NOT REQUIRED,MTL,2N6051,"TRANSISTOR, DARLINGTON",Not Applicable to Material Items,CONSUMABLE,Fair Wear and Tear,Raytheon Owned,25,"SYMPTOM-REPAIR AS NEEDED_x000D_
	_x000D_
*********************************************			_x000D_
FAULT ISOLATION- USED VISUAL AND ELECTRONIC CHECKS_x000D_
					_x000D_
*********************************************			_x000D_
CORRECTIVE ACTION- 5/4/2016, STARTED REPAIRING DAMAGED FUSE HOLDER AND ORDERED MISSING DUST CAP. (SEE RELATED RECORDS.)_x000D_
5/5/2016, FINISHED REPAIRING DAMGAED FUSE HOLDER. UNIT BLOWS VALVE SOLENOID 2.5 AMP FUSE REPLACED U3, U6 AND U2. STOPPED BLOWING FUSE BUT NOW CONTINULALLY SPARKS._x000D_
5/9/2016, REPLACED U1, U3 THRU U6 AND Q1. REPLACED MISSING FUSES ON FUSE HOLDER AND INCORRECT FUSE IN THE .5AMP SPOT. BENCH CHECK/AIR/LEAK CHECK GOOD._x000D_
5/9/2016, UNIT CHECKS GOOD STILL REQUIRES DUST CAP ON ORDER SEE SR1622889._x000D_
5/11/2016, REPLACED MISSING DUST CAP, PASSED BENCH/LEAK/AIR TEST. RFI._x000D_
5/12/16 PASSED QA BENCH TEST RFI COMP WO"
986,SNS,NSTD,NSTD,NSTD,Small Arms Gunfire Simulator,XXXX-XXXX,Warfighter Support Center,DR7417474,tag: 121725 REPAIR AS NEEDED,Bench/Depot Repair,Corrective COR,DEPOT,DEPOT,2016-05-04 08:08:20.0000000,2016-05-11 13:56:30.0000000,7.2416,8,Not applicable to Material Items,695996B-NSTD,"ASSY, TIMING BOX, NSTD, IEI",Not required for Material items,Pulled from Storeroom,100,0,VENDOR NOT REQUIRED,VENDOR NOT REQUIRED,MTL,36J127,"CABLE TIES, MINIATURE, 3.9"" L, PK 100, GRAINGER",Not Applicable to Material Items,CONSUMABLE,Fair Wear and Tear,Raytheon Owned,25,"SYMPTOM-REPAIR AS NEEDED_x000D_
	_x000D_
*********************************************			_x000D_
FAULT ISOLATION- USED VISUAL AND ELECTRONIC CHECKS_x000D_
					_x000D_
*********************************************			_x000D_
CORRECTIVE ACTION- 5/4/2016, STARTED REPAIRING DAMAGED FUSE HOLDER AND ORDERED MISSING DUST CAP. (SEE RELATED RECORDS.)_x000D_
5/5/2016, FINISHED REPAIRING DAMGAED FUSE HOLDER. UNIT BLOWS VALVE SOLENOID 2.5 AMP FUSE REPLACED U3, U6 AND U2. STOPPED BLOWING FUSE BUT NOW CONTINULALLY SPARKS._x000D_
5/9/2016, REPLACED U1, U3 THRU U6 AND Q1. REPLACED MISSING FUSES ON FUSE HOLDER AND INCORRECT FUSE IN THE .5AMP SPOT. BENCH CHECK/AIR/LEAK CHECK GOOD._x000D_
5/9/2016, UNIT CHECKS GOOD STILL REQUIRES DUST CAP ON ORDER SEE SR1622889._x000D_
5/11/2016, REPLACED MISSING DUST CAP, PASSED BENCH/LEAK/AIR TEST. RFI._x000D_
5/12/16 PASSED QA BENCH TEST RFI COMP WO"
987,SNS,NSTD,NSTD,NSTD,Small Arms Gunfire Simulator,XXXX-XXXX,Warfighter Support Center,DR7417474,tag: 121725 REPAIR AS NEEDED,Bench/Depot Repair,Corrective COR,DEPOT,DEPOT,2016-05-04 08:08:20.0000000,2016-05-11 13:56:30.0000000,7.2416,8,Not applicable to Material Items,695996B-NSTD,"ASSY, TIMING BOX, NSTD, IEI",Not required for Material items,Pulled from Storeroom,3,0,VENDOR NOT REQUIRED,VENDOR NOT REQUIRED,MTL,CD4020BE,"I.C.,CMOS, 16 DIP",Not Applicable to Material Items,CONSUMABLE,Fair Wear and Tear,Raytheon Owned,25,"SYMPTOM-REPAIR AS NEEDED_x000D_
	_x000D_
*********************************************			_x000D_
FAULT ISOLATION- USED VISUAL AND ELECTRONIC CHECKS_x000D_
					_x000D_
*********************************************			_x000D_
CORRECTIVE ACTION- 5/4/2016, STARTED REPAIRING DAMAGED FUSE HOLDER AND ORDERED MISSING DUST CAP. (SEE RELATED RECORDS.)_x000D_
5/5/2016, FINISHED REPAIRING DAMGAED FUSE HOLDER. UNIT BLOWS VALVE SOLENOID 2.5 AMP FUSE REPLACED U3, U6 AND U2. STOPPED BLOWING FUSE BUT NOW CONTINULALLY SPARKS._x000D_
5/9/2016, REPLACED U1, U3 THRU U6 AND Q1. REPLACED MISSING FUSES ON FUSE HOLDER AND INCORRECT FUSE IN THE .5AMP SPOT. BENCH CHECK/AIR/LEAK CHECK GOOD._x000D_
5/9/2016, UNIT CHECKS GOOD STILL REQUIRES DUST CAP ON ORDER SEE SR1622889._x000D_
5/11/2016, REPLACED MISSING DUST CAP, PASSED BENCH/LEAK/AIR TEST. RFI._x000D_
5/12/16 PASSED QA BENCH TEST RFI COMP WO"
988,SNS,NSTD,NSTD,NSTD,Small Arms Gunfire Simulator,XXXX-XXXX,Warfighter Support Center,DR7417474,tag: 121725 REPAIR AS NEEDED,Bench/Depot Repair,Corrective COR,DEPOT,DEPOT,2016-05-04 08:08:20.0000000,2016-05-11 13:56:30.0000000,7.2416,8,Not applicable to Material Items,695996B-NSTD,"ASSY, TIMING BOX, NSTD, IEI",Not required for Material items,Pulled from Storeroom,1,0,VENDOR NOT REQUIRED,VENDOR NOT REQUIRED,MTL,CD4049UBE,"I.C, HEX BUFFER, 16 LEAD DIP, TEXAS INSTRUMENTS",Not Applicable to Material Items,CONSUMABLE,Fair Wear and Tear,Raytheon Owned,25,"SYMPTOM-REPAIR AS NEEDED_x000D_
	_x000D_
*********************************************			_x000D_
FAULT ISOLATION- USED VISUAL AND ELECTRONIC CHECKS_x000D_
					_x000D_
*********************************************			_x000D_
CORRECTIVE ACTION- 5/4/2016, STARTED REPAIRING DAMAGED FUSE HOLDER AND ORDERED MISSING DUST CAP. (SEE RELATED RECORDS.)_x000D_
5/5/2016, FINISHED REPAIRING DAMGAED FUSE HOLDER. UNIT BLOWS VALVE SOLENOID 2.5 AMP FUSE REPLACED U3, U6 AND U2. STOPPED BLOWING FUSE BUT NOW CONTINULALLY SPARKS._x000D_
5/9/2016, REPLACED U1, U3 THRU U6 AND Q1. REPLACED MISSING FUSES ON FUSE HOLDER AND INCORRECT FUSE IN THE .5AMP SPOT. BENCH CHECK/AIR/LEAK CHECK GOOD._x000D_
5/9/2016, UNIT CHECKS GOOD STILL REQUIRES DUST CAP ON ORDER SEE SR1622889._x000D_
5/11/2016, REPLACED MISSING DUST CAP, PASSED BENCH/LEAK/AIR TEST. RFI._x000D_
5/12/16 PASSED QA BENCH TEST RFI COMP WO"
989,SNS,NSTD,NSTD,NSTD,Small Arms Gunfire Simulator,XXXX-XXXX,Warfighter Support Center,DR7417474,tag: 121725 REPAIR AS NEEDED,Bench/Depot Repair,Corrective COR,DEPOT,DEPOT,2016-05-04 08:08:20.0000000,2016-05-11 13:56:30.0000000,7.2416,8,Not applicable to Material Items,695996B-NSTD,"ASSY, TIMING BOX, NSTD, IEI",Not required for Material items,Pulled from Storeroom,1,0,VENDOR NOT REQUIRED,VENDOR NOT REQUIRED,MTL,LM555CH,TIMMER,Not Applicable to Material Items,CONSUMABLE,Fair Wear and Tear,Raytheon Owned,25,"SYMPTOM-REPAIR AS NEEDED_x000D_
	_x000D_
*********************************************			_x000D_
FAULT ISOLATION- USED VISUAL AND ELECTRONIC CHECKS_x000D_
					_x000D_
*********************************************			_x000D_
CORRECTIVE ACTION- 5/4/2016, STARTED REPAIRING DAMAGED FUSE HOLDER AND ORDERED MISSING DUST CAP. (SEE RELATED RECORDS.)_x000D_
5/5/2016, FINISHED REPAIRING DAMGAED FUSE HOLDER. UNIT BLOWS VALVE SOLENOID 2.5 AMP FUSE REPLACED U3, U6 AND U2. STOPPED BLOWING FUSE BUT NOW CONTINULALLY SPARKS._x000D_
5/9/2016, REPLACED U1, U3 THRU U6 AND Q1. REPLACED MISSING FUSES ON FUSE HOLDER AND INCORRECT FUSE IN THE .5AMP SPOT. BENCH CHECK/AIR/LEAK CHECK GOOD._x000D_
5/9/2016, UNIT CHECKS GOOD STILL REQUIRES DUST CAP ON ORDER SEE SR1622889._x000D_
5/11/2016, REPLACED MISSING DUST CAP, PASSED BENCH/LEAK/AIR TEST. RFI._x000D_
5/12/16 PASSED QA BENCH TEST RFI COMP WO"
990,SNS,NSTD,NSTD,NSTD,Small Arms Gunfire Simulator,XXXX-XXXX,Warfighter Support Center,DR7417474,tag: 121725 REPAIR AS NEEDED,Bench/Depot Repair,Corrective COR,DEPOT,DEPOT,2016-05-04 08:08:20.0000000,2016-05-11 13:56:30.0000000,7.2416,8,Not applicable to Material Items,695996B-NSTD,"ASSY, TIMING BOX, NSTD, IEI",Not required for Material items,Pulled from Storeroom,3,0,VENDOR NOT REQUIRED,VENDOR NOT REQUIRED,MTL,031301.5HXP,"FUSE, 250V, 1.5A 313 Series - 3AG Slo-Blo® Glass Body Fuse, LITTLEFUSE",Not Applicable to Material Items,CONSUMABLE,Fair Wear and Tear,Raytheon Owned,25,"SYMPTOM-REPAIR AS NEEDED_x000D_
	_x000D_
*********************************************			_x000D_
FAULT ISOLATION- USED VISUAL AND ELECTRONIC CHECKS_x000D_
					_x000D_
*********************************************			_x000D_
CORRECTIVE ACTION- 5/4/2016, STARTED REPAIRING DAMAGED FUSE HOLDER AND ORDERED MISSING DUST CAP. (SEE RELATED RECORDS.)_x000D_
5/5/2016, FINISHED REPAIRING DAMGAED FUSE HOLDER. UNIT BLOWS VALVE SOLENOID 2.5 AMP FUSE REPLACED U3, U6 AND U2. STOPPED BLOWING FUSE BUT NOW CONTINULALLY SPARKS._x000D_
5/9/2016, REPLACED U1, U3 THRU U6 AND Q1. REPLACED MISSING FUSES ON FUSE HOLDER AND INCORRECT FUSE IN THE .5AMP SPOT. BENCH CHECK/AIR/LEAK CHECK GOOD._x000D_
5/9/2016, UNIT CHECKS GOOD STILL REQUIRES DUST CAP ON ORDER SEE SR1622889._x000D_
5/11/2016, REPLACED MISSING DUST CAP, PASSED BENCH/LEAK/AIR TEST. RFI._x000D_
5/12/16 PASSED QA BENCH TEST RFI COMP WO"
991,SNS,NSTD,NSTD,NSTD,Small Arms Gunfire Simulator,XXXX-XXXX,Warfighter Support Center,DR7417474,tag: 121725 REPAIR AS NEEDED,Bench/Depot Repair,Corrective COR,DEPOT,DEPOT,2016-05-04 08:08:20.0000000,2016-05-11 13:56:30.0000000,7.2416,8,Not applicable to Material Items,695996B-NSTD,"ASSY, TIMING BOX, NSTD, IEI",Not required for Material items,Pulled from Storeroom,2,0,VENDOR NOT REQUIRED,VENDOR NOT REQUIRED,MTL,0313.500HXP,"FUSE, 250V, 500mA",Not Applicable to Material Items,CONSUMABLE,Fair Wear and Tear,Raytheon Owned,25,"SYMPTOM-REPAIR AS NEEDED_x000D_
	_x000D_
*********************************************			_x000D_
FAULT ISOLATION- USED VISUAL AND ELECTRONIC CHECKS_x000D_
					_x000D_
*********************************************			_x000D_
CORRECTIVE ACTION- 5/4/2016, STARTED REPAIRING DAMAGED FUSE HOLDER AND ORDERED MISSING DUST CAP. (SEE RELATED RECORDS.)_x000D_
5/5/2016, FINISHED REPAIRING DAMGAED FUSE HOLDER. UNIT BLOWS VALVE SOLENOID 2.5 AMP FUSE REPLACED U3, U6 AND U2. STOPPED BLOWING FUSE BUT NOW CONTINULALLY SPARKS._x000D_
5/9/2016, REPLACED U1, U3 THRU U6 AND Q1. REPLACED MISSING FUSES ON FUSE HOLDER AND INCORRECT FUSE IN THE .5AMP SPOT. BENCH CHECK/AIR/LEAK CHECK GOOD._x000D_
5/9/2016, UNIT CHECKS GOOD STILL REQUIRES DUST CAP ON ORDER SEE SR1622889._x000D_
5/11/2016, REPLACED MISSING DUST CAP, PASSED BENCH/LEAK/AIR TEST. RFI._x000D_
5/12/16 PASSED QA BENCH TEST RFI COMP WO"
992,SNS,NSTD,NSTD,NSTD,Small Arms Gunfire Simulator,XXXX-XXXX,Warfighter Support Center,DR7493231,tag 121451 REPAIR AS NEEDED,Bench/Depot Repair,Corrective COR,DEPOT,DEPOT,2016-06-22 14:50:11.0000000,2016-06-28 14:14:32.0000000,5.975,8,Not applicable to Material Items,696067B,"CABLE AY, DC POWER",Not required for Material items,Pulled from Storeroom,1,0,VENDOR NOT REQUIRED,VENDOR NOT REQUIRED,MTL,BU-23-2,"INSULATOR, CLIP, CENTER-SQUEEZE, RED",Not Applicable to Material Items,CONSUMABLE,Fair Wear and Tear,Raytheon Owned,5,"SYMPTOM-_x000D_
REPAIR AS NEEDED_x000D_
	_x000D_
*********************************************			_x000D_
FAULT ISOLATION- _x000D_
USED VISUAL AND ELECTRONIC CHECKS	_x000D_
				_x000D_
*********************************************			_x000D_
CORRECTIVE ACTION-_x000D_
_x000D_
6-28-16_x000D_
TROUBLESHOT_x000D_
REPLACED BAD CONNECTOR END_x000D_
BENCH TESTED_x000D_
TESTED OUT GOOD_x000D_
RFI_x000D_
BB_x000D_
6/30/19 PASSED QA BENCH TEST RFI COMP WO"
993,SNS,NSTD,NSTD,NSTD,Small Arms Gunfire Simulator,XXXX-XXXX,Warfighter Support Center,DR7493232,tag 121452,Bench/Depot Repair,Corrective COR,DEPOT,DEPOT,2016-06-22 14:50:11.0000000,2016-07-19 12:34:47.0000000,26.9055,8,Not applicable to Material Items,696069B,"CABLE AY., TRIGGER",Not required for Material items,Pulled from Storeroom,1,0,VENDOR NOT REQUIRED,VENDOR NOT REQUIRED,MTL,65-1523C,"TERMINAL, RING #4 STUD",Not Applicable to Material Items,CONSUMABLE,Fair Wear and Tear,Raytheon Owned,6,"SYMPTOM-_x000D_
REPAIR AS NEEDED_x000D_
	_x000D_
*********************************************			_x000D_
FAULT ISOLATION- _x000D_
USED VISUAL AND ELECTRONIC CHECKS	_x000D_
				_x000D_
*********************************************			_x000D_
CORRECTIVE ACTION- 7/19/2016, REWORKED THE CONNECTOR (#4 TERMINAL LUG) AND THE SPLICE AREA. PASSED BENCH CHECK. RFI._x000D_
7/19/16 PASSED QA BENCH TEST RFI COMP WO"
994,SNS,NSTD,NSTD,NSTD,Small Arms Gunfire Simulator,XXXX-XXXX,Warfighter Support Center,DR7493233,tag 121453 REPAIR AS NEEDED,Bench/Depot Repair,Corrective COR,DEPOT,DEPOT,2016-06-22 14:50:11.0000000,2016-08-02 15:47:16.0000000,41.0395,8,Not applicable to Material Items,696070B,"VALVE AY, SOLENOID",Not required for Material items,Repaired at Bench,0,0,VENDOR NOT REQUIRED,VENDOR NOT REQUIRED,No parts issued from Inventory,No parts issued to workorder,No parts issued to workorder,No Parts Issued from Inventory,No Parts Issued from Inventory,Fair Wear and Tear,No Parts Issued from Inventory,3,"SYMPTOM-_x000D_
REPAIR AS NEEDED_x000D_
	_x000D_
*********************************************			_x000D_
FAULT ISOLATION- _x000D_
USED VISUAL AND ELECTRONIC CHECKS	_x000D_
				_x000D_
*********************************************			_x000D_
CORRECTIVE ACTION-_x000D_
8-2-16_x000D_
TROUBLESHOT_x000D_
CLEANED CORRODED VALVE AND DEBRIS_x000D_
BENCH TESTED FOR OPERATION_x000D_
TESTED GOOD_x000D_
RFI_x000D_
BB_x000D_
8/3/16 PASSED QA BENCH TEST RFI COMP WO"
995,SNS,NSTD,NSTD,NSTD,Small Arms Gunfire Simulator,XXXX-XXXX,Warfighter Support Center,DR7493234,tag 121454 REPAIR AS NEEDED,Bench/Depot Repair,Corrective COR,DEPOT,DEPOT,2016-06-22 14:50:11.0000000,2016-06-24 08:11:04.0000000,1.7229,8,Not applicable to Material Items,696072B,"CABLE AY, SPARK PLUG",Not required for Material items,Pulled from Storeroom,1,0,VENDOR NOT REQUIRED,VENDOR NOT REQUIRED,MTL,97-3106A-18-420P,"CONNECTOR, AMPHENOL",Not Applicable to Material Items,CONSUMABLE,Fair Wear and Tear,Raytheon Owned,5,"SYMPTOM-_x000D_
REPAIR AS NEEDED_x000D_
	_x000D_
*********************************************			_x000D_
FAULT ISOLATION- _x000D_
USED VISUAL AND ELECTRONIC CHECKS	_x000D_
				_x000D_
*********************************************			_x000D_
CORRECTIVE ACTION- 6/23/2016, REPLACED CONNECTOR AND RE-FLOWED SOLDER ON SPARK CONNECTOR. PASSED BENCH CHECK. RFI._x000D_
6/24/16 PASSED QA BENCH TEST RFI COMP WO"
996,SNS,NSTD,NSTD,NSTD,Small Arms Gunfire Simulator,XXXX-XXXX,Warfighter Support Center,DR7493235,tag 121455 REPAIR AS NEEDED,Bench/Depot Repair,Corrective COR,DEPOT,DEPOT,2016-06-22 14:50:11.0000000,2016-07-28 13:24:56.0000000,35.9402,8,Not applicable to Material Items,819000,"CABLE AY., HARNESS",Not required for Material items,Pulled from Storeroom,8,0,VENDOR NOT REQUIRED,VENDOR NOT REQUIRED,MTL,3075YL005,"WIRE, YELLOW, 18 AWG, ALPHA WIRE",Not Applicable to Material Items,CONSUMABLE,Fair Wear and Tear,Raytheon Owned,11,"SYMPTOM-_x000D_
REPAIR AS NEEDED_x000D_
	_x000D_
*********************************************			_x000D_
FAULT ISOLATION- _x000D_
USED VISUAL AND ELECTRONIC CHECKS	_x000D_
				_x000D_
*********************************************			_x000D_
CORRECTIVE ACTION- 7/28/2016, REBUILT WIRE HARNESS. PASSED BENCH CHECK. RFI._x000D_
7/28/16 PASSED QA BENCH TEST RFI COMP WO"
997,SNS,NSTD,NSTD,NSTD,Small Arms Gunfire Simulator,XXXX-XXXX,Warfighter Support Center,DR7493235,tag 121455 REPAIR AS NEEDED,Bench/Depot Repair,Corrective COR,DEPOT,DEPOT,2016-06-22 14:50:11.0000000,2016-07-28 13:24:56.0000000,35.9402,8,Not applicable to Material Items,819000,"CABLE AY., HARNESS",Not required for Material items,Pulled from Storeroom,12,0,VENDOR NOT REQUIRED,VENDOR NOT REQUIRED,MTL,3075BK005,"WIRE, BLACK, 18 AWG, ALPHA WIRE",Not Applicable to Material Items,CONSUMABLE,Fair Wear and Tear,Raytheon Owned,11,"SYMPTOM-_x000D_
REPAIR AS NEEDED_x000D_
	_x000D_
*********************************************			_x000D_
FAULT ISOLATION- _x000D_
USED VISUAL AND ELECTRONIC CHECKS	_x000D_
				_x000D_
*********************************************			_x000D_
CORRECTIVE ACTION- 7/28/2016, REBUILT WIRE HARNESS. PASSED BENCH CHECK. RFI._x000D_
7/28/16 PASSED QA BENCH TEST RFI COMP WO"
998,SNS,NSTD,NSTD,NSTD,Small Arms Gunfire Simulator,XXXX-XXXX,Warfighter Support Center,DR7493235,tag 121455 REPAIR AS NEEDED,Bench/Depot Repair,Corrective COR,DEPOT,DEPOT,2016-06-22 14:50:11.0000000,2016-07-28 13:24:56.0000000,35.9402,8,Not applicable to Material Items,819000,"CABLE AY., HARNESS",Not required for Material items,Pulled from Storeroom,1,0,VENDOR NOT REQUIRED,VENDOR NOT REQUIRED,MTL,65-1526,"TERMINAL, RING, #10 STUD, 22-16 AWG, PHILMORE",Not Applicable to Material Items,CONSUMABLE,Fair Wear and Tear,Raytheon Owned,11,"SYMPTOM-_x000D_
REPAIR AS NEEDED_x000D_
	_x000D_
*********************************************			_x000D_
FAULT ISOLATION- _x000D_
USED VISUAL AND ELECTRONIC CHECKS	_x000D_
				_x000D_
*********************************************			_x000D_
CORRECTIVE ACTION- 7/28/2016, REBUILT WIRE HARNESS. PASSED BENCH CHECK. RFI._x000D_
7/28/16 PASSED QA BENCH TEST RFI COMP WO"
999,SNS,NSTD,NSTD,NSTD,Small Arms Gunfire Simulator,XXXX-XXXX,Warfighter Support Center,DR7493235,tag 121455 REPAIR AS NEEDED,Bench/Depot Repair,Corrective COR,DEPOT,DEPOT,2016-06-22 14:50:11.0000000,2016-07-28 13:24:56.0000000,35.9402,8,Not applicable to Material Items,819000,"CABLE AY., HARNESS",Not required for Material items,Pulled from Storeroom,7,0,VENDOR NOT REQUIRED,VENDOR NOT REQUIRED,MTL,3075BR005,"WIRE, BROWN, 18 AWG,  ALPHA WIRE",Not Applicable to Material Items,CONSUMABLE,Fair Wear and Tear,Raytheon Owned,11,"SYMPTOM-_x000D_
REPAIR AS NEEDED_x000D_
	_x000D_
*********************************************			_x000D_
FAULT ISOLATION- _x000D_
USED VISUAL AND ELECTRONIC CHECKS	_x000D_
				_x000D_
*********************************************			_x000D_
CORRECTIVE ACTION- 7/28/2016, REBUILT WIRE HARNESS. PASSED BENCH CHECK. RFI._x000D_
7/28/16 PASSED QA BENCH TEST RFI COMP WO"
1000,SNS,NSTD,NSTD,NSTD,Small Arms Gunfire Simulator,XXXX-XXXX,Warfighter Support Center,DR7493235,tag 121455 REPAIR AS NEEDED,Bench/Depot Repair,Corrective COR,DEPOT,DEPOT,2016-06-22 14:50:11.0000000,2016-07-28 13:24:56.0000000,35.9402,8,Not applicable to Material Items,819000,"CABLE AY., HARNESS",Not required for Material items,Pulled from Storeroom,4,0,VENDOR NOT REQUIRED,VENDOR NOT REQUIRED,MTL,3075RD005,"WIRE, RED, 18 AWG, 100 FT, ALLIED ELECTRONICS",Not Applicable to Material Items,CONSUMABLE,Fair Wear and Tear,Raytheon Owned,11,"SYMPTOM-_x000D_
REPAIR AS NEEDED_x000D_
	_x000D_
*********************************************			_x000D_
FAULT ISOLATION- _x000D_
USED VISUAL AND ELECTRONIC CHECKS	_x000D_
				_x000D_
*********************************************			_x000D_
CORRECTIVE ACTION- 7/28/2016, REBUILT WIRE HARNESS. PASSED BENCH CHECK. RFI._x000D_
7/28/16 PASSED QA BENCH TEST RFI COMP WO"
1001,SNS,NSTD,NSTD,NSTD,Small Arms Gunfire Simulator,XXXX-XXXX,Warfighter Support Center,DR7493235,tag 121455 REPAIR AS NEEDED,Bench/Depot Repair,Corrective COR,DEPOT,DEPOT,2016-06-22 14:50:11.0000000,2016-07-28 13:24:56.0000000,35.9402,8,Not applicable to Material Items,819000,"CABLE AY., HARNESS",Not required for Material items,Pulled from Storeroom,7,0,VENDOR NOT REQUIRED,VENDOR NOT REQUIRED,MTL,3075OR005,"WIRE, ORANGE, 18 AWG, ALPHA WIRE",Not Applicable to Material Items,CONSUMABLE,Fair Wear and Tear,Raytheon Owned,11,"SYMPTOM-_x000D_
REPAIR AS NEEDED_x000D_
	_x000D_
*********************************************			_x000D_
FAULT ISOLATION- _x000D_
USED VISUAL AND ELECTRONIC CHECKS	_x000D_
				_x000D_
*********************************************			_x000D_
CORRECTIVE ACTION- 7/28/2016, REBUILT WIRE HARNESS. PASSED BENCH CHECK. RFI._x000D_
7/28/16 PASSED QA BENCH TEST RFI COMP WO"
1002,SNS,NSTD,NSTD,NSTD,Small Arms Gunfire Simulator,XXXX-XXXX,Warfighter Support Center,DR7493236,tag 121456 REPAIR AS NEEDED,Bench/Depot Repair,Corrective COR,DEPOT,DEPOT,2016-06-22 14:50:12.0000000,2016-07-07 13:38:22.0000000,14.95,8,Not applicable to Material Items,81B000-NSTD,"MODULE, CONTROL, IEI",Not required for Material items,Pulled from Storeroom,1,0,VENDOR NOT REQUIRED,VENDOR NOT REQUIRED,MTL,LM556CN/NOPB,"I.C., 14-DIP, 16V, TIMER-DUAL, TEXAS INSTRUMENTS",Not Applicable to Material Items,CONSUMABLE,Fair Wear and Tear,Raytheon Owned,3,"SYMPTOM-_x000D_
REPAIR AS NEEDED_x000D_
	_x000D_
*********************************************			_x000D_
FAULT ISOLATION- _x000D_
USED VISUAL AND ELECTRONIC CHECKS	_x000D_
				_x000D_
*********************************************			_x000D_
CORRECTIVE ACTION- 7/72016, REPLACED U1 AND CALIBRATED. PASSED BENCH/CALIBRATION CHECK. RFI._x000D_
7/8/16 PASSED QA BENCH TEST RFI COMP WO"
